username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
BigSport,267084551,2017-05-21 15:14:21,"Arsene Wenger's current stress level...

#NeverMoreSure @Sure
https://t.co/9MUBtFnIXR",58,NeverMoreSure,99662,1240,0.25,0.6444444444444444
NSPCC,38292671,2017-05-21 12:58:05,Is your child feeling overwhelmed by #GSCEs? Let them know #Childline has tips to help them cope with exam stress:... https://t.co/18uj8oDEGM,36,GSCEs,203015,3760,0.0,0.0
George Couros,18368680,2017-05-21 18:20:49,Reading - How Stress Changes A Student's Brain: The Neurology Of 'Pressure' https://t.co/SKC5p4QQFq via @teachthought,35,None,166256,44888,0.0,0.0
The Economist,5988062,2017-05-21 07:00:53,"33 countries face extremely high water stress by 2040, according to the World Resources Institute https://t.co/HzsOeTIH0p",431,None,20722944,159,0.16,0.5399999999999999
Mother Jones,18510860,2017-05-21 23:00:51,Trump is making us all fat https://t.co/xfHPdunx3X https://t.co/lbsoiSVGml,25,None,696013,0,0.0,0.0
T.D. Jakes,36117822,2017-05-21 20:00:07,Serita and I discuss how leading a Church and a vibrant Ministry can put stress and strain on relationships... https://t.co/CLXnNnLAAU,29,None,2491726,210,0.16666666666666666,0.3333333333333333
Arab News,69172612,2017-05-21 14:29:01,King Salman: We stress our keennes to eliminiate Daesh or any other terrorist group - #RiyadhSummit... https://t.co/mN8JOo6HUZ,16,RiyadhSummit,116789,500,-0.125,0.375
What The F*** Facts,352145373,2017-05-21 05:03:03,"Crying is good for your health - Flushing unhealthy bacteria out of your body, strengthening the immune system and relieving stress.",360,None,5856596,523,0.033333333333333305,0.6333333333333334
Grayson Dolan,2156278138,2017-05-19 23:33:01,Everyone reading this have a great day. If something doesn't go your way don't stress out. Life is long. Nothing is as bad as it seems now,9514,None,2727701,17038,0.01666666666666672,0.6055555555555555
Fortune,25053299,2017-05-21 15:28:45,12 business leaders on how they handle stress https://t.co/xcguDo4mv8 https://t.co/s8U5U74rVv,33,None,2206130,443,0.0,0.0
DONT @ ME IF U A MAN,310107406,2017-05-21 19:32:21,men stress u and give u wrinkles. therefore they should pay for your skincare. ,36,None,37711,1188,0.0,0.0
Arab News,69172612,2017-05-21 14:32:10,"King Salman: We also stress on peace between Israelis &amp; Palestinians, in the interest of everyone #RiyadhSummit... https://t.co/oCuhF1ZII5",14,RiyadhSummit,116789,500,0.0,0.0
AFP news agency,380648579,2017-05-19 18:10:52,A Japanese company is encouraging people to bring their cats to the office to help them cope with stress and fatigue https://t.co/EnA4RSNsyI,841,None,1104143,549,0.0,0.0
David Sirota,14855994,2017-05-14 19:47:28,The richest country in human history is making deliberate choices to keep its population under this form of stress https://t.co/9cVeeqxakH,682,None,80515,1922,0.0,0.1
AcneSkinSite,143014330,2017-05-18 01:45:06,"Breakouts on your chin = hormonal stress. Make sure to drink plenty of water, get good sleep, and find time each day to unwind and relax.",868,None,835492,6,0.6,0.7444444444444445
💔,167484753,2017-05-15 18:53:09,woke up stress free and blessed.,1433,None,430767,55,0.4,0.8
The Onion,14075928,2017-05-14 20:05:05,Constitution Rapidly Ages Another 100 Years From Stress Of Repeated Crises https://t.co/KAUNONhPxF https://t.co/wrLdsKZe5L,423,None,9909836,15,0.0,0.0
Harvard Biz Review,14800270,2017-05-18 12:08:46,"Stress is caused not by other people or external events, but by your reactions to them.
https://t.co/Hc9r7fuu8C",292,None,4513665,195,-0.0625,0.2375
The Economist,5988062,2017-05-16 02:28:48,"33 countries face extremely high water stress by 2040, according to the World Resources Institute https://t.co/UG0mDvyzN7",420,None,20722944,159,0.16,0.5399999999999999
Senator Tim Kaine,172858784,2017-05-17 14:00:13,"In this stress test of our American democracy, I predict the institutions will prove stronger than any individual. https://t.co/6bPdsqbcMS",465,None,546818,746,0.0,0.2
What The F*** Facts,352145373,2017-05-19 19:43:02,"People who complain frequently through social media are more likely to suffer from stress, anxiety and some form of depression.",426,None,5856596,523,0.15833333333333333,0.4666666666666667
What The F*** Facts,352145373,2017-05-18 16:45:09,"The average student experiences a 70% decrease in stress, anxiety and depression during the month of June.",393,None,5856596,523,-0.15,0.39999999999999997
What The F*** Facts,352145373,2017-05-17 02:19:03,Eating bananas is a natural cure to reduce the effects of stress and anxiety.,365,None,5856596,523,0.1,0.4
What The F*** Facts,352145373,2017-05-19 01:53:00,"Music helps reduce anxiety, as well as helps the mind and body cope with stress.",379,None,5856596,523,0.0,0.0
Colby,2488576712,2017-05-16 16:03:50,"Meet new people. Start putting yourself out there, and move on. Don't stress over it, you stopped being friends for... https://t.co/Ku6eVGQPWR",348,None,111919,84,0.13636363636363635,0.45454545454545453
AcneSkinSite,143014330,2017-05-16 10:45:01,"By going to bed a little earlier and fighting stress with exercise, you'll begin to see an improvement in your complexion.",447,None,835492,6,-0.09375,0.5
Climate Central,15463610,2017-05-14 17:58:02,"""I want to stress those numbers are probably underestimates"" is not a phrase you want to hear about Greenland melt... https://t.co/lmGhryzdYj",44,None,65917,6190,0.0,0.0
Cleveland Clinic,24236494,2017-05-14 16:59:00,3 reasons adult coloring helps relieve #stress and relax your brain: https://t.co/ny6ttdFmSG https://t.co/iePb3gf0U4,70,stress,978656,991,0.1,0.3
Mayo Clinic,14592723,2017-05-14 13:12:00,Take charge of your brain the way you would take charge of your heart says @AmitSoodMD  https://t.co/ilVrCe5LWr via @PasteMagazine,51,None,1572081,1824,0.0,0.0
Fortune,25053299,2017-05-14 18:31:19,12 business leaders on how they handle stress https://t.co/fmYczIme7Z https://t.co/nKZWojMKVH,27,None,2206130,443,0.0,0.0
"David J. Chao, MD",1939860914,2017-05-14 15:45:52,"By this description, sounds like a stress related fracture, not displaced fracture. If so, could return for @Browns... https://t.co/ZZYT5FVchh",19,None,58952,437,0.0,0.4
NHL,50004938,2017-05-14 19:05:02,Good things come to those who stay out of the box. #StanleyCup https://t.co/q9ctQC4Aon,37,StanleyCup,5702306,1588,0.7,0.6000000000000001
